date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:50:22	36291/36291	---M--	200	added ('OK')	image/png	date:Wed,%2026%20Apr%202017%2013:47:28%20GMT	http://thememinister.com/health/assets/dist/img/stethescope.png	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/assets/dist/img/stethescope.png	(from http://thememinister.com/health/)
14:50:23	22806/22806	---M--	200	added ('OK')	image/jpeg	date:Wed,%2026%20Apr%202017%2013:49:38%20GMT	http://thememinister.com/health/assets/dist/img/therm.jpg	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/assets/dist/img/therm.jpg	(from http://thememinister.com/health/)
14:50:27	41702/41702	---M--	200	added ('OK')	image/png	date:Wed,%2018%20Jan%202017%2011:32:10%20GMT	http://thememinister.com/health/assets/dist/img/avatar2.png	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/assets/dist/img/avatar2.png	(from http://thememinister.com/health/)
14:50:29	40362/40362	---M--	200	added ('OK')	image/png	date:Wed,%2018%20Jan%202017%2011:40:54%20GMT	http://thememinister.com/health/assets/dist/img/avatar4.png	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/assets/dist/img/avatar4.png	(from http://thememinister.com/health/)
14:50:30	40651/40651	---M--	200	added ('OK')	image/png	date:Wed,%2018%20Jan%202017%2011:39:06%20GMT	http://thememinister.com/health/assets/dist/img/avatar3.png	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/assets/dist/img/avatar3.png	(from http://thememinister.com/health/)
14:50:30	3560/3560	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2013:50:42%20GMT	http://thememinister.com/health/login.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/login.html	(from http://thememinister.com/health/)
14:50:30	87124/87124	---M--	200	added ('OK')	image/png	date:Wed,%2026%20Apr%202017%2013:48:36%20GMT	http://thememinister.com/health/assets/dist/img/lab.png	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/assets/dist/img/lab.png	(from http://thememinister.com/health/)
14:50:30	61522/61522	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:55:08%20GMT	http://thememinister.com/health/profile.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/profile.html	(from http://thememinister.com/health/)
14:50:30	8007/8007	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Dec%202016%2011:19:54%20GMT	http://thememinister.com/health/assets/dist/img/avatar5.png	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/assets/dist/img/avatar5.png	(from http://thememinister.com/health/)
14:50:31	52563/52563	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:38:36%20GMT	http://thememinister.com/health/forms_basic.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/forms_basic.html	(from http://thememinister.com/health/)
14:50:33	48452/48452	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:14:46%20GMT	http://thememinister.com/health/add-patient.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/add-patient.html	(from http://thememinister.com/health/)
14:50:33	65204/65204	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2017:06:28%20GMT	http://thememinister.com/health/table.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/table.html	(from http://thememinister.com/health/)
14:50:34	52127/52127	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:56:36%20GMT	http://thememinister.com/health/pt-list.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/pt-list.html	(from http://thememinister.com/health/)
14:50:35	45949/45949	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2012:21:50%20GMT	http://thememinister.com/health/add-department.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/add-department.html	(from http://thememinister.com/health/)
14:50:35	52062/52062	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:33:16%20GMT	http://thememinister.com/health/dep-list.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/dep-list.html	(from http://thememinister.com/health/)
14:50:36	49934/49934	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:23:34%20GMT	http://thememinister.com/health/add-schedule.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/add-schedule.html	(from http://thememinister.com/health/)
14:50:37	56655/56655	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:57:20%20GMT	http://thememinister.com/health/sch-list.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/sch-list.html	(from http://thememinister.com/health/)
14:50:37	47160/47160	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:11:44%20GMT	http://thememinister.com/health/add-app.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/add-app.html	(from http://thememinister.com/health/)
14:50:38	55324/55324	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:24:10%20GMT	http://thememinister.com/health/app-list.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/app-list.html	(from http://thememinister.com/health/)
14:50:38	46650/46650	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:15:16%20GMT	http://thememinister.com/health/add-payment.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/add-payment.html	(from http://thememinister.com/health/)
14:50:39	55878/55878	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:54:36%20GMT	http://thememinister.com/health/pay-list.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/pay-list.html	(from http://thememinister.com/health/)
14:50:40	46739/46739	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:54:24%20GMT	http://thememinister.com/health/patient-wise-report.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/patient-wise-report.html	(from http://thememinister.com/health/)
14:50:40	49761/49761	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:33:40%20GMT	http://thememinister.com/health/doctor-wise-report.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/doctor-wise-report.html	(from http://thememinister.com/health/)
14:50:41	42315/42315	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2017:06:56%20GMT	http://thememinister.com/health/total-report.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/total-report.html	(from http://thememinister.com/health/)
14:50:41	42090/42090	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:13:42%20GMT	http://thememinister.com/health/add-emp.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/add-emp.html	(from http://thememinister.com/health/)
14:50:41	70521/70521	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2017:07:52%20GMT	http://thememinister.com/health/widgets.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/widgets.html	(from http://thememinister.com/health/)
14:50:42	41941/41941	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:14:26%20GMT	http://thememinister.com/health/add-ns.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/add-ns.html	(from http://thememinister.com/health/)
14:50:42	55712/55712	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:34:04%20GMT	http://thememinister.com/health/emp-list.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/emp-list.html	(from http://thememinister.com/health/)
14:50:43	57479/57479	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:53:34%20GMT	http://thememinister.com/health/ns-list.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/ns-list.html	(from http://thememinister.com/health/)
14:50:44	50290/50290	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:21:36%20GMT	http://thememinister.com/health/add-ph.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/add-ph.html	(from http://thememinister.com/health/)
14:50:46	56157/56157	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:57:04%20GMT	http://thememinister.com/health/rep-list.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/rep-list.html	(from http://thememinister.com/health/)
14:50:46	57190/57190	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:54:54%20GMT	http://thememinister.com/health/ph-list.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/ph-list.html	(from http://thememinister.com/health/)
14:50:47	47708/47708	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:23:06%20GMT	http://thememinister.com/health/add-rep.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/add-rep.html	(from http://thememinister.com/health/)
14:50:47	43403/43403	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:13:14%20GMT	http://thememinister.com/health/add-bed.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/add-bed.html	(from http://thememinister.com/health/)
14:50:48	55858/55858	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:24:52%20GMT	http://thememinister.com/health/bed-list.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/bed-list.html	(from http://thememinister.com/health/)
14:50:49	44050/44050	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:14:06%20GMT	http://thememinister.com/health/add-notice.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/add-notice.html	(from http://thememinister.com/health/)
14:50:49	4236/4236	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2013:58:08%20GMT	http://thememinister.com/health/register.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/register.html	(from http://thememinister.com/health/)
14:50:49	56552/56552	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:53:18%20GMT	http://thememinister.com/health/not-list.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/not-list.html	(from http://thememinister.com/health/)
14:50:50	3516/3516	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2013:39:36%20GMT	http://thememinister.com/health/forget_password.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/forget_password.html	(from http://thememinister.com/health/)
14:50:50	2959/2959	---MCZ	200	added ('OK')	text/html	date:Sun,%2030%20Apr%202017%2014:31:46%20GMT	http://thememinister.com/health/lockscreen.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/lockscreen.html	(from http://thememinister.com/health/)
14:50:50	57782/57782	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:47:00%20GMT	http://thememinister.com/health/mailbox.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/mailbox.html	(from http://thememinister.com/health/)
14:50:51	2578/2578	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2011:48:54%20GMT	http://thememinister.com/health/404.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/404.html	(from http://thememinister.com/health/)
14:50:51	1956/1956	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2012:08:28%20GMT	http://thememinister.com/health/505.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/505.html	(from http://thememinister.com/health/)
14:50:51	44381/44381	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:25:12%20GMT	http://thememinister.com/health/blank.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/blank.html	(from http://thememinister.com/health/)
14:50:52	51039/51039	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:25:58%20GMT	http://thememinister.com/health/calender.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/calender.html	(from http://thememinister.com/health/)
14:50:52	109510/109510	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:25:32%20GMT	http://thememinister.com/health/buttons.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/buttons.html	(from http://thememinister.com/health/)
14:50:53	56307/56307	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:53:54%20GMT	http://thememinister.com/health/panels.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/panels.html	(from http://thememinister.com/health/)
14:50:53	57858/57858	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2017:07:10%20GMT	http://thememinister.com/health/typography.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/typography.html	(from http://thememinister.com/health/)
14:50:54	57436/57436	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2017:06:16%20GMT	http://thememinister.com/health/tabs.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/tabs.html	(from http://thememinister.com/health/)
14:50:57	79014/79014	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:53:06%20GMT	http://thememinister.com/health/notification.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/notification.html	(from http://thememinister.com/health/)
14:50:57	67133/67133	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:38:54%20GMT	http://thememinister.com/health/gridSystem.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/gridSystem.html	(from http://thememinister.com/health/)
14:50:58	45631/45631	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2017:06:40%20GMT	http://thememinister.com/health/timeline.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/timeline.html	(from http://thememinister.com/health/)
14:50:59	56852/56852	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2017:05:44%20GMT	http://thememinister.com/health/slider.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/slider.html	(from http://thememinister.com/health/)
14:51:01	54280/54280	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:45:20%20GMT	http://thememinister.com/health/labels-badges-alerts.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/labels-badges-alerts.html	(from http://thememinister.com/health/)
14:51:02	488979/488979	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:42:18%20GMT	http://thememinister.com/health/icons_fontawesome.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/icons_fontawesome.html	(from http://thememinister.com/health/)
14:51:02	52260/52260	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:44:32%20GMT	http://thememinister.com/health/invoice.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/invoice.html	(from http://thememinister.com/health/)
14:51:03	69174/69174	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:56:00%20GMT	http://thememinister.com/health/progressbars.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/progressbars.html	(from http://thememinister.com/health/)
14:51:04	43602/43602	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:45:08%20GMT	http://thememinister.com/health/layout_boxed.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/layout_boxed.html	(from http://thememinister.com/health/)
14:51:04	44411/44411	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2013:50:16%20GMT	http://thememinister.com/health/layout_fixed.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/layout_fixed.html	(from http://thememinister.com/health/)
14:51:05	107795/107795	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:48:22%20GMT	http://thememinister.com/health/modals.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/modals.html	(from http://thememinister.com/health/)
14:51:06	43912/43912	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:45:56%20GMT	http://thememinister.com/health/layout_collapsed_sidebar.html	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/layout_collapsed_sidebar.html	(from http://thememinister.com/health/)
14:51:08	97163/97163	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2027%20Apr%202017%2018:41:02%20GMT	http://thememinister.com/health/assets/plugins/jQuery/jquery-1.12.4.min.js	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/assets/plugins/jQuery/jquery-1.12.4.min.js	(from http://thememinister.com/health/)
14:51:09	37045/37045	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2026%20Dec%202016%2012:41:10%20GMT	http://thememinister.com/health/assets/bootstrap/js/bootstrap.min.js	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/assets/bootstrap/js/bootstrap.min.js	(from http://thememinister.com/health/)
14:51:10	26843/26843	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2026%20Dec%202016%2015:00:10%20GMT	http://thememinister.com/health/assets/plugins/lobipanel/lobipanel.min.js	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/assets/plugins/lobipanel/lobipanel.min.js	(from http://thememinister.com/health/)
14:51:11	12589/12589	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2026%20Feb%202017%2011:37:26%20GMT	http://thememinister.com/health/assets/plugins/pace/pace.min.js	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/assets/plugins/pace/pace.min.js	(from http://thememinister.com/health/)
14:51:11	4761/4761	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2026%20Feb%202017%2011:37:52%20GMT	http://thememinister.com/health/assets/plugins/slimScroll/jquery.slimscroll.min.js	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/assets/plugins/slimScroll/jquery.slimscroll.min.js	(from http://thememinister.com/health/)
14:51:11	8776/8776	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2026%20Dec%202016%2011:20:18%20GMT	http://thememinister.com/health/assets/plugins/fastclick/fastclick.min.js	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/assets/plugins/fastclick/fastclick.min.js	(from http://thememinister.com/health/)
14:51:12	20153/20153	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2013%20May%202017%2017:14:22%20GMT	http://thememinister.com/health/assets/dist/js/custom1.js	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/assets/dist/js/custom1.js	(from http://thememinister.com/health/)
14:51:12	5264/5264	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2026%20Feb%202017%2011:39:18%20GMT	http://thememinister.com/health/assets/plugins/toastr/toastr.min.js	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/assets/plugins/toastr/toastr.min.js	(from http://thememinister.com/health/)
14:51:14	253704/253704	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2026%20Feb%202017%2011:29:52%20GMT	http://thememinister.com/health/assets/plugins/jquery-ui-1.12.1/jquery-ui.min.js	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/assets/plugins/jquery-ui-1.12.1/jquery-ui.min.js	(from http://thememinister.com/health/)
14:51:15	6218/6218	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2028%20Dec%202016%2012:22:38%20GMT	http://thememinister.com/health/assets/plugins/datamaps/topojson.min.js	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/assets/plugins/datamaps/topojson.min.js	(from http://thememinister.com/health/)
14:51:16	43283/43283	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2026%20Feb%202017%2011:38:14%20GMT	http://thememinister.com/health/assets/plugins/sparkline/sparkline.min.js	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/assets/plugins/sparkline/sparkline.min.js	(from http://thememinister.com/health/)
14:51:17	8051/8051	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2016%20Nov%202016%2013:02:42%20GMT	http://thememinister.com/health/assets/plugins/counterup/waypoints.js	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/assets/plugins/counterup/waypoints.js	(from http://thememinister.com/health/)
14:51:18	1067/1067	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2016%20Nov%202016%2012:51:00%20GMT	http://thememinister.com/health/assets/plugins/counterup/jquery.counterup.min.js	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/assets/plugins/counterup/jquery.counterup.min.js	(from http://thememinister.com/health/)
14:51:19	142903/142903	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2025%20Oct%202016%2010:32:06%20GMT	http://thememinister.com/health/assets/plugins/datamaps/d3.min.js	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/assets/plugins/datamaps/d3.min.js	(from http://thememinister.com/health/)
14:51:20	140398/140398	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2010%20Jan%202017%2013:54:24%20GMT	http://thememinister.com/health/assets/plugins/datamaps/datamaps.all.min.js	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/assets/plugins/datamaps/datamaps.all.min.js	(from http://thememinister.com/health/)
14:51:21	1402/1402	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2013%20May%202017%2017:14:24%20GMT	http://thememinister.com/health/assets/dist/js/custom.js	C:/My%20Web%20Sites/HOSPITAL%20SITE/thememinister.com/health/assets/dist/js/custom.js	(from http://thememinister.com/health/)
